evaluation,metric_type,comparison,level,reference,predicted,n_cases,confusion_type
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-03-03,03-06-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-03-03,03-07-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-03-03,03-99-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-03-03,04-05-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-00,01-01-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-00,01-01-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-00,01-99-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-00,02-99-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-00,03-01-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-00,03-03-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-00,03-04-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-00,03-06-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-00,03-09-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-00,05-99-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-01,03-04-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-01,03-06-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-01,04-06-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-02,01-01-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-02,01-01-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-02,03-01-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-04-02,03-06-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-05-00,03-01-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-05-01,01-01-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-05-01,01-01-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-05-01,03-03-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-00,01-01-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-00,01-99-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-00,03-01-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-00,03-01-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-00,03-02-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-00,03-02-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-00,03-06-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-00,03-06-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-00,03-06-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-02,03-01-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-02,03-03-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-02,03-06-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-03,01-04-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-03,03-01-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-03,03-06-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-04,03-01-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-04,03-06-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-04,03-06-06,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-06-04,03-08-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-07-00,01-99-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-07-00,02-01-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-07-00,03-03-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-07-00,03-04-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-07-01,01-01-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-07-01,01-01-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-07-01,03-01-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-07-01,03-03-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-07-01,03-06-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-07-01,03-99-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-00,00-02-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-00,01-99-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-00,03-01-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-00,03-01-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-00,03-03-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-00,03-03-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-00,03-03-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-00,03-03-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-00,03-06-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-00,03-07-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-00,03-09-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-00,05-04-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-01,01-01-05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-01,01-04-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-01,01-05-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-01,02-06-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-01,03-08-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-01,03-08-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-08-01,03-09-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-09-00,03-09-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-09-01,01-01-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-09-01,03-01-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-09-01,03-01-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-09-01,03-04-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-09-01,03-07-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-09-01,03-08-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,03-09-01,05-99-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-00-00,00-02-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-00-00,01-01-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-00-00,01-01-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-00-00,04-01-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-00-00,04-02-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-00-00,04-05-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-00-00,04-06-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-00-00,04-07-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-00-00,05-05-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-00-00,05-08-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-01-00,04-02-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-02-00,01-01-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-02-00,03-01-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-02-00,03-01-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-02-00,04-01-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-02-00,04-99-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-03-00,03-01-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-03-00,04-01-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-04-00,01-01-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-04-00,03-04-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-04-00,04-05-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-05-00,01-01-02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-05-00,01-01-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-05-00,01-04-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-05-00,03-01-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-05-00,03-03-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-05-00,04-08-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-05-00,04-99-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,04-06-00,03-01-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-00-00,01-01-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-00-00,03-09-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-00-00,05-04-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-03-00,05-04-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-04-00,01-01-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-04-00,01-01-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-04-00,01-01-04,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-04-00,02-04-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-04-00,03-07-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-04-00,03-09-01,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-04-00,05-05-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-04-00,05-99-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-05-00,05-00-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-06-00,01-01-06,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-06-00,01-01-99,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-06-00,02-04-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-06-00,03-03-03,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-06-00,05-00-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-06-00,05-09-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,full,05-06-00,05-99-00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,01,03,161,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,03,01,130,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,05,02,51,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,04,03,23,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,05,01,21,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,01,05,15,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,03,00,14,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,04,01,12,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,03,04,10,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,05,03,10,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,01,04,7,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,02,01,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,03,02,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,03,05,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,04,00,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,04,05,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,01,00,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,01,02,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level1,02,05,1,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,01-01,85,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-05,02-04,49,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,01-05,40,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,03-06,22,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-03,01-01,22,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,01-05,20,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,03-01,19,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-00,01-01,16,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,03-01,16,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,03-09,16,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,01-01,16,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-04,01-01,15,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-05,03-01,15,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,01-04,14,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,03-03,14,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,03-01,14,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-03,03-06,13,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-06,01-01,13,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-08,01-01,12,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,03-08,10,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,05-06,10,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-05,01-01,10,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-00,04-99,10,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,01-99,9,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,03-03,9,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,01-04,8,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,03-02,8,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-04,03-01,8,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,03-09,7,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,03-02,7,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,03-07,7,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-06,03-01,7,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-06,05-03,7,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,03-02,6,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,03-03,6,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-03,03-03,6,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,03-07,6,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-03,01-04,6,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-03,03-01,6,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-09,01-05,6,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-00,05-03,6,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-05,05-03,6,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-05,05-06,6,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,01-99,5,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,03-04,5,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,03-06,5,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,02-00,02-99,5,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,01-01,5,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,03-03,5,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-03,01-05,5,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-03,01-99,5,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-03,03-04,5,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-05,03-03,5,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-05,03-99,5,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-00,01-04,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,01-03,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,00-03,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,03-99,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,03-06,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,03-09,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-02,01-01,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-07,03-03,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-07,03-06,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-08,03-01,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-08,03-03,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-08,03-99,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-00,01-01,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-00,04-08,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-00,04-09,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,04-05,01-04,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-00,05-06,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-04,03-01,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-06,05-05,4,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,05-04,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-03,01-01,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,02-03,02-04,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,04-02,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-02,01-04,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-04,03-06,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-06,01-04,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-06,03-03,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-09,03-04,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-00,01-01,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-00,05-05,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-03,05-05,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-03,05-06,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-04,01-01,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,05-06,05-08,3,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,03-07,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-01,04-05,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-03,01-04,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,01-04,03-08,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,02-00,02-04,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,02-01,01-01,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,01-04,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,03-06,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,03-08,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-00,03-09,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,00-03,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,03-04,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,03-05,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-01,03-08,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-03,03-04,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-03,03-05,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-03,03-07,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-03,03-09,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-04,00-02,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-05,01-01,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-05,03-07,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-06,03-02,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-06,03-07,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-07,01-01,2,
EXP1 narrative-present sensitivity,underlying,EXP1_underlying vs PHY_underlying,level2,03-08,03-09,2,
