evaluation,metric_type,comparison,level,class_metric_kind,class,support,tp,fp,fn,precision,recall,f1,cohen_kappa_one_vs_rest
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,02-01-00,2,0,0,2,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,02-02-00,4,1,1,3,0.5,0.25,0.3333333333333333,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,02-03-00,12,7,6,5,0.5384615384615384,0.5833333333333334,0.5599999999999999,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,02-04-00,0,0,2,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,02-05-00,5,3,6,2,0.3333333333333333,0.6,0.42857142857142855,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,02-99-00,8,2,4,6,0.3333333333333333,0.25,0.28571428571428575,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-01-00,3,0,7,3,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-01-01,43,21,46,22,0.31343283582089554,0.4883720930232558,0.38181818181818183,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-01-02,156,107,63,49,0.6294117647058823,0.6858974358974359,0.656441717791411,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-01-03,64,35,18,29,0.660377358490566,0.546875,0.5982905982905983,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-01-04,210,173,76,37,0.6947791164658634,0.8238095238095238,0.7538126361655773,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-01-99,13,4,7,9,0.36363636363636365,0.3076923076923077,0.33333333333333337,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-02-00,250,57,94,193,0.37748344370860926,0.228,0.28428927680798,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-02-01,14,8,19,6,0.2962962962962963,0.5714285714285714,0.3902439024390244,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-02-02,40,28,13,12,0.6829268292682927,0.7,0.6913580246913581,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-02-99,6,1,4,5,0.2,0.16666666666666666,0.1818181818181818,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-03-00,14,5,28,9,0.15151515151515152,0.35714285714285715,0.21276595744680848,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-03-01,25,14,14,11,0.5,0.56,0.5283018867924528,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-03-02,71,42,26,29,0.6176470588235294,0.5915492957746479,0.60431654676259,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-03-03,151,73,58,78,0.5572519083969466,0.48344370860927155,0.5177304964539008,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-03-99,33,3,26,30,0.10344827586206896,0.09090909090909091,0.0967741935483871,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-04-00,39,2,9,37,0.18181818181818182,0.05128205128205128,0.08,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-04-01,1,0,0,1,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-04-02,61,42,41,19,0.5060240963855421,0.6885245901639344,0.5833333333333333,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-04-99,61,14,26,47,0.35,0.22950819672131148,0.2772277227722772,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-05-00,1,1,2,0,0.3333333333333333,1.0,0.5,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-05-01,59,40,45,19,0.47058823529411764,0.6779661016949152,0.5555555555555555,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-05-99,2,0,1,2,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-06-00,27,19,13,8,0.59375,0.7037037037037037,0.6440677966101694,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-06-01,7,6,5,1,0.5454545454545454,0.8571428571428571,0.6666666666666665,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-06-02,22,13,10,9,0.5652173913043478,0.5909090909090909,0.5777777777777778,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-06-03,6,3,3,3,0.5,0.5,0.5,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-06-04,31,10,20,21,0.3333333333333333,0.3225806451612903,0.32786885245901637,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-06-05,5,2,1,3,0.6666666666666666,0.4,0.5,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-06-06,1,1,2,0,0.3333333333333333,1.0,0.5,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-06-07,14,8,6,6,0.5714285714285714,0.5714285714285714,0.5714285714285714,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-06-99,44,17,18,27,0.4857142857142857,0.38636363636363635,0.4303797468354431,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-07-00,2,0,3,2,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-07-01,82,52,44,30,0.5416666666666666,0.6341463414634146,0.5842696629213483,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-07-99,4,1,1,3,0.5,0.25,0.3333333333333333,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-08-00,120,84,34,36,0.711864406779661,0.7,0.7058823529411764,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-08-01,0,0,1,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-08-99,0,0,2,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-09-01,54,20,23,34,0.46511627906976744,0.37037037037037035,0.41237113402061853,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-09-99,1,1,0,0,1.0,1.0,1.0,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,03-99-00,1,1,3,0,0.25,1.0,0.4,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,04-00-00,33,12,10,21,0.5454545454545454,0.36363636363636365,0.43636363636363634,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,04-01-00,21,11,14,10,0.44,0.5238095238095238,0.4782608695652174,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,04-02-00,13,11,7,2,0.6111111111111112,0.8461538461538461,0.7096774193548387,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,04-03-00,31,31,6,0,0.8378378378378378,1.0,0.911764705882353,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,04-04-00,3,3,2,0,0.6,1.0,0.7499999999999999,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,04-05-00,34,29,7,5,0.8055555555555556,0.8529411764705882,0.8285714285714286,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,04-06-00,24,21,12,3,0.6363636363636364,0.875,0.7368421052631579,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,04-07-00,5,4,1,1,0.8,0.8,0.8000000000000002,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,04-08-00,17,8,11,9,0.42105263157894735,0.47058823529411764,0.4444444444444444,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,04-09-00,47,35,16,12,0.6862745098039216,0.7446808510638298,0.7142857142857144,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,04-99-00,69,41,38,28,0.5189873417721519,0.5942028985507246,0.5540540540540541,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,05-00-00,100,83,19,17,0.8137254901960784,0.83,0.8217821782178217,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,05-02-00,2,1,0,1,1.0,0.5,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,05-03-00,28,16,23,12,0.41025641025641024,0.5714285714285714,0.47761194029850745,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,05-04-00,4,2,3,2,0.4,0.5,0.4444444444444445,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,05-05-00,175,120,47,55,0.718562874251497,0.6857142857142857,0.7017543859649122,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,05-06-00,106,66,19,40,0.7764705882352941,0.6226415094339622,0.6910994764397905,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,05-08-00,30,17,28,13,0.37777777777777777,0.5666666666666667,0.4533333333333333,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,05-99-00,11,2,5,9,0.2857142857142857,0.18181818181818182,0.2222222222222222,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,full,single_label,BLANK,0,0,17,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,00-01,10,0,6,10,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,00-02,791,319,515,472,0.3824940047961631,0.40328697850821743,0.3926153846153846,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,00-03,42,9,22,33,0.2903225806451613,0.21428571428571427,0.24657534246575344,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,00-04,6,2,8,4,0.2,0.3333333333333333,0.25,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,01-00,0,0,1,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,01-01,1258,832,301,426,0.7343336275375111,0.6613672496025437,0.6959431200334588,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,01-03,1,0,1,1,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,01-04,378,236,180,142,0.5673076923076923,0.6243386243386243,0.5944584382871536,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,01-05,129,78,69,51,0.5306122448979592,0.6046511627906976,0.5652173913043479,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,01-06,0,0,1,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,01-07,1,1,1,0,0.5,1.0,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,01-99,0,0,1,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,02-00,5,1,9,4,0.1,0.2,0.13333333333333333,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,02-01,2,0,0,2,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,02-02,4,1,1,3,0.5,0.25,0.3333333333333333,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,02-03,12,7,6,5,0.5384615384615384,0.5833333333333334,0.5599999999999999,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,02-04,0,0,2,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,02-05,5,3,6,2,0.3333333333333333,0.6,0.42857142857142855,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,02-99,8,2,4,6,0.3333333333333333,0.25,0.28571428571428575,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,03-01,489,389,168,100,0.6983842010771992,0.7955010224948875,0.7437858508604206,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,03-02,310,116,108,194,0.5178571428571429,0.3741935483870968,0.4344569288389514,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,03-03,294,201,88,93,0.6955017301038062,0.6836734693877551,0.6895368782161234,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,03-04,162,83,51,79,0.6194029850746269,0.5123456790123457,0.5608108108108109,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,03-05,62,41,48,21,0.4606741573033708,0.6612903225806451,0.543046357615894,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,03-06,157,101,56,56,0.643312101910828,0.643312101910828,0.643312101910828,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,03-07,88,60,41,28,0.594059405940594,0.6818181818181818,0.6349206349206349,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,03-08,120,84,37,36,0.6942148760330579,0.7,0.6970954356846473,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,03-09,55,21,23,34,0.4772727272727273,0.38181818181818183,0.42424242424242425,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,03-99,1,1,3,0,0.25,1.0,0.4,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,04-00,33,12,10,21,0.5454545454545454,0.36363636363636365,0.43636363636363634,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,04-01,21,11,14,10,0.44,0.5238095238095238,0.4782608695652174,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,04-02,13,11,7,2,0.6111111111111112,0.8461538461538461,0.7096774193548387,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,04-03,31,31,6,0,0.8378378378378378,1.0,0.911764705882353,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,04-04,3,3,2,0,0.6,1.0,0.7499999999999999,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,04-05,34,29,7,5,0.8055555555555556,0.8529411764705882,0.8285714285714286,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,04-06,24,21,12,3,0.6363636363636364,0.875,0.7368421052631579,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,04-07,5,4,1,1,0.8,0.8,0.8000000000000002,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,04-08,17,8,11,9,0.42105263157894735,0.47058823529411764,0.4444444444444444,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,04-09,47,35,16,12,0.6862745098039216,0.7446808510638298,0.7142857142857144,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,04-99,69,41,38,28,0.5189873417721519,0.5942028985507246,0.5540540540540541,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,05-00,100,83,19,17,0.8137254901960784,0.83,0.8217821782178217,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,05-02,2,1,0,1,1.0,0.5,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,05-03,28,16,23,12,0.41025641025641024,0.5714285714285714,0.47761194029850745,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,05-04,4,2,3,2,0.4,0.5,0.4444444444444445,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,05-05,175,120,47,55,0.718562874251497,0.6857142857142857,0.7017543859649122,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,05-06,106,66,19,40,0.7764705882352941,0.6226415094339622,0.6910994764397905,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,05-08,30,17,28,13,0.37777777777777777,0.5666666666666667,0.4533333333333333,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,05-99,11,2,5,9,0.2857142857142857,0.18181818181818182,0.2222222222222222,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level2,single_label,BLANK,0,0,17,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level1,single_label,00,849,380,501,469,0.43132803632236094,0.44758539458186103,0.43930635838150295,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level1,single_label,01,1767,1316,386,451,0.7732079905992949,0.7447651386530844,0.7587200922456039,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level1,single_label,02,36,26,16,10,0.6190476190476191,0.7222222222222222,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level1,single_label,03,1738,1364,356,374,0.7930232558139535,0.7848101265822784,0.7888953152111046,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level1,single_label,04,297,252,78,45,0.7636363636363637,0.8484848484848485,0.8038277511961722,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level1,single_label,05,456,384,67,72,0.8514412416851441,0.8421052631578947,0.846747519294377,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct_llm_pair,EXP2_direct vs EXP4_direct,level1,single_label,BLANK,0,0,17,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,00-01-00,8,0,4,8,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,00-02-00,187,83,67,104,0.5533333333333333,0.44385026737967914,0.49258160237388726,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,00-03-00,37,10,22,27,0.3125,0.2702702702702703,0.2898550724637681,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,00-04-00,4,0,5,4,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-00-00,0,0,1,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-01-00,271,179,135,92,0.5700636942675159,0.6605166051660517,0.611965811965812,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-01-01,305,225,38,80,0.8555133079847909,0.7377049180327869,0.7922535211267605,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-01-02,99,78,32,21,0.7090909090909091,0.7878787878787878,0.7464114832535885,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-01-03,6,5,4,1,0.5555555555555556,0.8333333333333334,0.6666666666666667,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-01-04,462,290,75,172,0.7945205479452054,0.6277056277056277,0.7013301088270858,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-01-05,103,62,59,41,0.512396694214876,0.6019417475728155,0.5535714285714286,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-01-06,41,7,28,34,0.2,0.17073170731707318,0.1842105263157895,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-01-99,26,13,13,13,0.5,0.5,0.5,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-03-00,8,3,3,5,0.5,0.375,0.42857142857142855,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-04-00,3,0,1,3,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-04-01,157,120,40,37,0.75,0.7643312101910829,0.7570977917981073,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-04-02,772,663,49,109,0.9311797752808989,0.8588082901554405,0.8935309973045823,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-04-03,8,2,1,6,0.6666666666666666,0.25,0.36363636363636365,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-05-00,127,86,69,41,0.5548387096774193,0.6771653543307087,0.6099290780141844,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-06-00,1,1,0,0,1.0,1.0,1.0,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-07-00,1,1,1,0,0.5,1.0,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,01-99-00,4,0,2,4,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,02-00-00,5,2,10,3,0.16666666666666666,0.4,0.23529411764705882,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,02-01-00,2,0,1,2,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,02-02-00,9,3,1,6,0.75,0.3333333333333333,0.46153846153846156,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying_llm_pair,EXP2_underlying vs EXP4_underlying,full,single_label,02-03-00,10,5,5,5,0.5,0.5,0.5,
