evaluation,metric_type,comparison,level,reference,predicted,n_cases,confusion_type
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,04-05-00,04-06-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,05-00-00,01-01-04,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,05-03-00,01-01-04,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-00-00,01-01-01,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-00,00-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-00,03-04-02,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-01,01-01-06,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-01,01-05-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-02,01-01-04,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-04,00-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-04,01-01-06,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-04,01-04-01,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-05,01-01-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-05,01-01-04,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-05,01-04-02,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-06,01-01-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-06,01-01-04,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-03-00,03-03-02,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-04-02,00-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-04-02,01-04-03,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-04-02,03-01-03,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-04-02,03-03-02,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-04-02,03-06-99,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-04-02,03-07-01,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-05-00,01-01-04,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,02-00-00,02-99-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,02-03-00,02-00-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,02-04-00,02-05-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-00-00,01-01-04,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-01-00,00-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-01-02,03-01-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-01-02,03-01-04,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-01-02,03-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-01-03,03-01-01,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-03-00,01-01-06,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-03-00,01-04-02,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-03-00,01-05-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-03-00,03-09-01,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-03-02,03-03-01,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-04-00,01-01-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-04-00,01-01-01,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-04-00,03-04-02,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-05-01,01-01-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-05-01,01-04-02,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-05-01,03-01-01,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-06-00,01-01-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-06-00,01-04-02,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-06-01,03-06-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-06-02,01-01-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-06-02,01-04-02,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-06-02,03-06-04,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-06-04,00-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-06-04,03-01-03,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-07-00,03-07-99,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,03-09-01,00-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,04-01-00,00-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,04-02-00,04-00-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,04-02-00,04-99-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,04-05-00,04-99-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,05-00-00,00-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,05-00-00,05-05-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,05-03-00,00-02-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,05-06-00,01-01-00,3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-00-00,01-01-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-00-00,01-01-06,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-00-00,01-05-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-00,01-03-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-01,01-01-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-01,03-01-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-01,03-05-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-02,01-01-04,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-02,01-04-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-04,00-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-04,01-01-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-04,03-02-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-04,03-05-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-04,03-08-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-04,03-09-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-05,01-01-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-05,01-01-06,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-06,01-01-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-01-06,03-06-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-03-00,01-01-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-03-00,03-03-03,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-04-00,01-01-05,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-04-02,01-01-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-04-02,01-04-03,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-04-02,03-01-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-04-02,03-03-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-04-02,03-03-03,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-04-02,03-06-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-04-02,03-06-04,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-04-02,03-06-07,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-04-02,03-06-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-04-03,01-01-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-04-03,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-05-00,01-01-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,01-05-00,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,02-01-00,01-01-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,02-01-00,02-00-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,02-04-00,02-05-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,02-05-00,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-00-00,01-01-04,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-00-00,03-03-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-00-00,03-03-03,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-00-00,03-05-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-00-00,03-06-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-00-00,03-99-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-01-00,00-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-01-01,01-04-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-01-01,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-01-01,03-01-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-01-02,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-01-02,03-01-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-01-02,03-02-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-01-02,03-03-03,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-01-02,03-05-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-01-02,03-06-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-01-03,01-01-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-01-04,01-01-04,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-01-04,03-05-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-02-00,01-04-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-02-00,03-08-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-03-00,00-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-03-00,01-01-04,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-03-00,01-01-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-03-00,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-03-00,03-01-03,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-03-00,03-05-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-03-01,03-03-03,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-03-02,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-03-02,03-01-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-03-02,03-03-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-03-02,03-03-03,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-03-02,03-03-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-03-03,01-01-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-03-03,03-99-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-04-00,01-05-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-04-00,03-09-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-04-01,00-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-04-01,03-04-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-05-01,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-05-01,01-05-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-05-01,03-06-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-00,01-01-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-00,01-01-04,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-00,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-00,03-01-03,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-00,03-01-04,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-00,03-02-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-00,03-07-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-00,03-08-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-01,03-06-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-02,03-01-04,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-02,03-06-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-02,03-06-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-02,03-09-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-04,01-04-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-04,03-01-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-04,03-01-03,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-04,03-03-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-04,03-03-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-04,03-06-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-06-05,03-02-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-07-00,03-07-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-07-01,01-01-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-08-01,01-01-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-09-01,00-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,03-09-01,03-08-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,04-00-00,01-01-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,04-00-00,04-06-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,04-00-00,04-07-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,04-01-00,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,04-02-00,03-01-04,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,04-03-00,01-04-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,04-05-00,01-01-04,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,04-05-00,01-04-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,04-05-00,03-03-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,04-05-00,03-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,04-05-00,04-99-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,05-00-00,03-08-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,05-03-00,04-09-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,05-04-00,01-01-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,05-04-00,01-05-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,05-04-00,03-04-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,05-05-00,01-01-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,05-05-00,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,05-05-00,04-99-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,05-06-00,01-01-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,05-06-00,05-08-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,05-06-00,05-99-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-00-00,01-01-04,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-00-00,01-01-05,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-00-00,01-05-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-00,01-01-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-00,01-03-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-00,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-00,05-00-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-01,00-02-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-01,03-01-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-01,05-06-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-02,01-01-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-02,05-06-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-01-05,03-09-01,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-03-00,01-01-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-03-00,01-04-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-04-00,01-05-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-04-02,01-01-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-04-02,01-04-00,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-04-02,03-01-02,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-04-02,03-03-99,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-04-02,03-06-05,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-04-02,03-06-07,2,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP4_underlying vs PHY_underlying,full,01-04-03,01-04-02,2,
