evaluation,experiment,comparison,level,error_type,code,n_cases
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,05-04,4
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,02-00,3
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,01-03,3
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,05-08,3
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,01-07,2
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,02-02,2
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,02-04,1
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-00,1
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP2,EXP2_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-04,1
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-04-02,151
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-01-00,115
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,05-05-00,113
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-01-01,102
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-03-00,101
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,05-03-00,99
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-01-02,72
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-06-00,56
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-00-00,53
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-04-00,46
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-00-00,46
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-01-04,43
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-05-00,41
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-03-00,37
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-04-00,37
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-06-02,37
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,05-06-00,37
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-01-05,36
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-01-04,33
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-00-00,32
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-01-00,32
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-01-00,31
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-01-06,30
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-04-03,29
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-06-04,27
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-03-02,26
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,05-04-00,26
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-08-01,25
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-03-03,23
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-01-02,22
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-09-01,18
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,05-00-00,17
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-04-01,15
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-07-00,15
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-05-00,14
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-01-03,13
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-03-00,12
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-04-01,12
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-06-03,12
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-02-02,12
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-01-01,11
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,02-04-00,11
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-02-00,11
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,02-03-00,11
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,02-00-00,10
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-08-00,7
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-03-01,7
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-08-00,6
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-07-01,6
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-05-01,5
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-06-01,5
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,02-01-00,5
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-09-00,5
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-02-00,5
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,02-05-00,4
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-04-00,4
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,05-08-00,4
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-04-02,2
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-02-01,2
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-05-00,2
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,03-06-05,2
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,01-07-00,1
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,02-06-00,1
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,02-02-00,1
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_negative_phy_code_missed_by_llm,04-09-00,1
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-04,748
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-09-01,714
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-08-00,683
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,00-02-00,603
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-00,544
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-01-01,348
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-05-00,348
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-02-00,314
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-01,259
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-04-01,256
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-05,229
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-07-01,211
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-04-99,199
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-03-99,164
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-06-99,154
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-06,151
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-02,151
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-04-02,146
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-03-03,134
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-99-00,133
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-03-02,123
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-01-02,113
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-99-00,104
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,05-00-00,103
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-99,99
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-04-02,93
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-07-99,90
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-01-99,87
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-99-00,80
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-01-04,77
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,05-06-00,75
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-01-03,74
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-05-01,72
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-03-00,70
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-02-02,60
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,05-05-00,56
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-08-99,55
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-04-03,51
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-02-99,44
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-04-00,44
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-06-04,44
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,05-03-00,40
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-00-00,38
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-04-00,37
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-02-01,36
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,05-08-00,35
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-09-00,31
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,02-04-00,31
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-07-00,26
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,02-99-00,23
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-03-01,22
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-03,19
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-06-00,19
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-03-00,17
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,05-99-00,17
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-06-07,15
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-01-00,15
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,00-04-00,14
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,00-03-00,14
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-08-00,11
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-04-01,10
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-06-00,10
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-06-01,9
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-04-99,9
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,00-01-00,8
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-06-06,7
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-09-99,7
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,02-00-00,7
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,05-04-00,7
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,02-03-00,6
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-08-01,6
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-02-00,6
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,02-05-00,5
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-06-03,5
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,02-02-00,4
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-06-02,4
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-05-00,4
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-07-00,3
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-06-05,3
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,99-00-00,3
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,05-02-00,3
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-09-00,2
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-01-00,2
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-04-04,1
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-05-00,1
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-00-00,1
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,02-01-00,1
Evaluation 4: EXP2 vs EXP4 vs PHY,EXP4,EXP4_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-00-00,1
